 
"Oh, gold will [\h__\h] you. Gold d bro. Why
$136,000
acting crazy and I said you know what I
actually had the move that I was
again on this market because it's just
again. Fast forward 3 years and [music]
again. It's okay. Not a big deal.
alarm set here or my alarm set here. So,
aligned with gold again. I started
all the way back and gave me that one to
almost where I was up a one to four, one
already hit my 1 to4, one to five risk
am a firm believer if you are closing
am like this is like break even to me
an ugly evening star formation, but it's
analysis and I could have capitalized
analysis is so [\h__\h] right that a
and I am not seeing any clean reaction
and I'll see you guys on the next
and enter with these impulse sells.
and for some reason my strategy never
and future [music] traders are real.
and gentlemen, this has been a beautiful
and let's just like the charts and not
and lower lows until right now where we
and now this right shoulder, excuse me.
and retest from this area it's very
and that is that we are out of session
and then took me out of my stop loss,
and took me out of my stop loss. Now,
another week trading the markets,
anticipated for this trade to make it
anticipated move that we can possibly
anticipating if the market is going to
any type of better extra extra
anybody could just get accepted, click
area it's very shortlived except from
area of interest on the daily time
area of interest. I want the market to
back and retest this area of interest.
back into this area give me clean
back into this area of interest. I am
ballsy moves and be more greedy or be
basically setting up the exact same
be profitable than to have a cooler
bearish engulfing candlestick rejection
bearish very clean 1 hour lower highs
beautiful trade setup, and I plan to
because I do Zoom calls every single
because I don't have to. I'm already
because I want to take the best type of
because I was just going to be
because of my reaction. It was my
because this is what I look for in a
because we are ending New York session
because we've never been this high. But
been a very picky trader [music] simply
before I can have the selloff. NZDUSD
being at this all-time high, we have
below round psychological 4,000.
biggest profit I had ever made at that
bit more money. Because a lot of traders
bit tighter. Make the risk-to-reward
break down that I look for a very
break even [music] streak like the one I
break even? I am not a break even
break even? Why don't you ever go to
bro. This is such a beautiful trade
busted that myth here once again on
but I'm going to be waiting for a
call the perfect entry trade basically
came all the way back into break even
came back and took me out at my
can put that on any type of market. And
can't be a futures trader. If you're a
can't trade gold. You can't trade this.
candlesticks. Resistance, resistance,
catch and it does look cool when you
challenging myself to show people that
checklist and you have a proper trading
checklist. I have the strategy that I
clean 1 hour evening star formation. I
clean reaction. I don't see enough
cleaner, any simpler than this. It's the
clearly shown signs of a slowdown. Now,
close that position on that account at
closed out the main position which I
coincidence and I wanted to put my
come back once again. Gave me that
commodity, the type of currency pair.
community, and most importantly, you
confirmation that it's actually pushing
confirmation that we are actually going
confirmation. No draw down. Enter the
confirmations. And I break it down now.
consequences for it. But guess what? I
continuating that right shoulder to the
continue to hold this trade. I'm going
continuing to hold the position or not
continuing with the trade rather than
cooking up some resistance. We're
correct myself there. Right. This is a
could even get accepted, because not
could have the retracement, but trade
currencies, if I'm trading forex, if I'm
currency market. So my whole approach,
currency pair exactly how I did with my
currency pair. So there's some decisions
currently up a nearly one to two
daily time frame to close so I can have
daily time frame, the daily time frame
day, all day, every day. It meets my
decided to continue and hold basically
decided to have another pullback before
decision and now I'm paying the
definitely definitely definitely needed
delay that we had to leave and I just
despite all the memes, despite all the
did not give us the pullback. It just
didn't budge for a single second. That
directly reflects in my results. Now,
do I listen to people, bro, that don't
do is after we had this left head
doing the exact same position. So, I
don't see enough momentum. Let me
don't want to enter a trade out of
don't want to miss this one, but I also
down gold and I can exactly [music]
down to this leg and even lower and I
down. So, we're going to continue to
downside. And I want to wait for that
downside. Price came back and now I
downside. So this is technically a
downside. So, I'm going to be waiting
draw down. This is not a bad entry even
either take it or up my risk. And that
ended up, I started recording. Started
engulfing candlestick [music] and I took
entering here, but I'm going to be very
entry doesn't really make sense. But
entry down here, but it have the
entry. Like I literally rather get an
even and like put a different currency
even opens. So, I'm not only educating
every single Sunday before the market
every single week and I know exactly
every single week. And my community,
everything checks off, I take the trade.
exact same [\h__\h] that I do with currency
exact three-year mark from the last time
exactly how I wanted. The 4 hour time
exactly the same as any other market.
example like this, but I also battle
example. AUDUSD
examples where I anticipated a bigger
extra confirmation which is we're
extra extra extra confirmations come in
extra extra extra confirmations where I
extremely clutch because [music] you get
fine. I added gold to my watch list. And
finished, but this is just a beautiful
following the setup forget strategy and
for $60,000 in front of my community
for any bearish confirmations from gold
for price to give me a another retest of
for the last four years consistently,
foreign exchange currency pair. And I'm
frame has given us a little bit of a
frame. We all know an area of interest
from the EMA. this area of interest and
from this market at this very moment
fundamentals. Now, keep in mind, gold
futures trader, you can't be a forex
get my entry. And a lot of you guys are
go take another trade and I don't go in
go to a 1 to 10. Could you call it a bit
god. [laughter]
going to be doing with some of my
going to be retracing right now which is
going to be very interested in taking
going to see in this video now where I
going to sell off.
going up. GBPD has officially made it to
gold did after I did the what I like to
gold, gold. And I'm like, all right,
gold. So, gold right now, I am
gold. You guys can see this post right
greedy? Sure. But the the cool part
guys can see right here I can see to the
guys can tell I am obviously not home
guys right here. This how we do it. 50.
hand first. I want the market to confirm
happened on gold, I want you guys to
haters on uh social media.
have a checklist where I literally check
have a new lower low leg to the
have broken above. What I'm going to be
have that move. Rather, if it literally
have that push all the way down,
have the perfect trade checklist. I know
have, a massive bearish candlestick to
head and shoulders. Now this is not an
heavily backed by the fundamentals. But
here from my Instagram on November 8th,
here which is the one that I was showing
hit my 1 to2 after I had this massive
hit my takerit. There's no in between. I
honest, I I that that's really it. I'm
hours. All right. All right. All right.
how it would be if it was a currency
if it's commodities, if it's currency
if those are even currencies. The point,
if you have a winning trading plan, you
if you just look at the market patterns
in my world and it's what I do every
in that direction. It just simply makes
interested in jumping in into this trade
interested in selling this market to the
interested in trading for the week. I
interested in. I just didn't manage to
intermediate trader, or even experienced
is a battle that you will never win.
is a is a monster. It's a beast. It's
is a very clean reaction but like I
is a winning pattern. Doesn't matter if
is annoying." Because I could have
is for me to prove a point that gold is
is that this is a winning pattern. This
is the beauty of the results of my
is the pattern that simply [\h__\h]
is, [music] not for the type of
is. Right? So this right here on the
it again. I got my perfect bearish
it and I know exactly how I can fix that
it can potentially do that. This is
it notifies me when the market does one
it trends harder obviously because it's
it's not as significant uh compared to
it's on gold, if it's on US30, S&P 500,
it's supposed to do below this
it, but it won't affect my next trade. I
jump [music] in and we educate them from
just a winning pattern. And I have the
just cut out the frame of gold [music]
just fantastic. Picasso, this is
just kept going down and this one kept
just like that obviously it's doing what
just simply makes sense. If I were to
just treating it based off of market
just woke back from a nap. And to see
know what they're doing? Man, this this
labor and I'm going to continue to
laing. Bro, I [\h__\h] missed this [\h__\h]
last time that I ever took a position on
later entry and I have to give a bit of
left whenever the market has this break
let's give this one a shot." Because it
let's say you're only showing me this
lets me either have a losing week or a
literally does the exact same thing as a
literally get to get access to the exact
literally like this. This is what live
little [\h__\h] I was scared. All the
little conservative. I was being a
longevity and for sustainability in your
losing streak, a winning week or a
made me lose $120,000 on this trade. I
majority of it, but I think we're going
make sure I can catch a 1 to three, one
making money in the currency market. But
market it shows it on. And I have just
market presents themselves. Now, some
market structure that it's showing me.
markets trade every single week. So, if
me directly on a one-on-one basis where
me with my next trade. A lot of people
might be saying, Alex, why didn't you
might either not take it or lower my
might not be what gold traders are used
miss gold. And I think it's like the one
miss out on these opportunities. On this
missed everything. And I'm not going to
missed the whole [\h__\h] thing once
mistakes. I'm not going to let this
moment of what was happening. And to say
momentum at that point and we're
momentum from this market. So I am not
more savage, whatever you want to call
morning that I had to [music] do, which
move because we're just entering with
move. Say, oh, I caught a one to five on
my other account. But yeah, basically
my whole narrative, my whole reasoning
neckline right here. This left head,
neckline. Came back, retested it. We
needed this, especially on gold. This is
needed this. I needed this. This is uh I
needed. And on my other account, price
needs a minimum of three touches. This
next trade and they start getting FOMO.
not be [\h__\h] with. We should not be
not care if I get a little bit of a
not even a losing streak. I was on a
not take the trade because it is not a
not taking any consideration for
nothing would change if this was a like
now, we'll come back pre-London session
now. I just want to see the push. I want
obviously there's [\h__\h] nothing
of 1 to2 but on my other account I was
of me deciding to enter this trade. And
of the other honestly. But I believe
of trade that I'm taking and that
of what structure is showing me if I
off everything on that checklist and if
off of this like a regular currency
off. Explained perfectly everything.
on gold right now. I'm not going to lie.
on gold. I'm not trading against the
on the 4 hour, you can tell that we have
one of my positions on one of my
only has one. And if you look left,
opened up, kept going down. Euro USD
opened up, kept going down. Everything
or about to be out of session. So, I'm
or advanced trader, we have students
or spot it when I'm doing it again. So
other markets. AUDUSD, we [\h__\h] missed
our morning with the best and most
out of session. So then I let the trade
out your trade at big at break even
over here. I was late for my flight.
packed all my stuff and left and as you
pair and how I found that perfect trade
pair in front of it, put Euro USD,
pair or the one market that we should
pair. I explained perfectly the sell
pairs. And this time around, I decided
pairs. Nothing changes at all. Like,
pattern every single time because this
people out there scaring me, saying,
people that if you have a winning
perfect head and shoulders right now.
perfect trade checklist. I literally
perfect trade or not? If it's not, I
perfect trade setup. So lately, I have
perfect.
perfectly. I could have not asked for
phenomenal. Euro GBP same exact thing. I
pilots were basically like backing the
plan, you can actually trade anything.
position and that position that I
position.
possibility to do that? Sure. But if I
post a screenshot because you have a
potentially waiting for price to come
predict that perfect bottom. I've tried
pretty much just c like capturing the
price came back once again to my 1 to2
price to actually break below this area
private students and I had to travel
probably take the exact same trade once
probably wondering, how did I just
process on gold and why I think we're
profitable trader in the currency market
purpose and reasoning behind taking gold
push to the downside. Gold came back and
push to the downside. I already closed
put it to the side never traded it ever
quantity [music] type of game. I want to
record for this channel on uh the one to
rejecting that EMA. 4our has shifted
rejection from this area.
rejection to sell. Long story short,
rejections and then have a continuation
resistance. Price is rejecting. All
right and your strategy and your
right at this area and then price came
right here. I'm going to trade this
right now in my office. I had to travel.
right now we have the rejection that
right now. I already missed out on
right now. So I am not like I mean this
right shoulder. We broke this neckline.
right, just quick update on all the
risk-to-reward I decided to close out
risk-to-reward, you know, and that's why
risk-to-reward. Didn't happen for the
risk-to-reward. So, let's let it cook.
risk. If it is the perfect trade, I
same as any other market. I just think
say that if you're a forex trader, you
say. We'll check back in in a couple of
see how that went. because I've been a
see this clip right here of me in GBP
see what the community is about and how
sense. I don't want to enter a trade
session just because I'm going to be
setup on gold if I haven't traded it for
setup. And I have what is called a
setup. I missed it. Euro GBP price came
setup. Third and definitely not least is
shifted below it making this bearish.
shortlived break and retest from this
shouldn't be taking. I can take these
show you guys. [music] Now, you're
shows us that we are already having that
single time that I'm taking it. And I'm
single week because you're working with
single week when I trade with my
sniper entry at a wick. But for
so confident in my trade, you know,
some very clean 4hour rejection
something new.
sometimes. And I haven't traded in like
spamming the chat, gold, check out gold,
specific [music] entry. I like to have
specific example, it per it worked
stick to my trading plan because I have
stop-loss. I know what a lot of you guys
stopped our last market update. As you
strategy to the test. I wanted to show
streak of just missing out opportunities
structure has gone bearish. Whether you
structure, not for the commodity that it
students every [music] single week are
students. So, following back on what
stumble across a high probability trade
sucks. So, we'll come back as soon as
support, support. And right now, we are
take these trades every single time the
taking this trade as if it were to be a
technically, I should be entering right
tell me that we're actually going in
test outside of the currency market
testing myself, and attempting to try
that I make that are exact same things
that I see in the currency market all of
that I was interested for the week
that I would do on a currency pair.
that I'm making and that does not affect
that are presented by this market, it
that daily rejection as a confirmation.
that direction. I personally [music] do
that join every single week where they
that the market is indeed going to go
that this is going to go further up.
that we've slowown down after this high.
that without a doubt. So, we've shown
that your trading bias is so [\h__\h]
that's exactly what we did. We decided
that's why we don't put it.
the beauty of this outcome is because I
the bigger position already out at a out
the confirmation. I rather get a worse
the downside. Now, this is where these
the exact trade that I'm taking every
the least, I was pretty hyped. Oh my
the level that they are to get them to
the link in description down below and
the market. Not even a winning streak,
the shift of structure for us to be
the time when I take high risk counter
the trade actually had the break of the
the trade right early in the morning.
the weekly time frame has done this is
the whole entire thing and it's okay.
then [music] a shift to then sell to the
then it retested this structure points
there's a [\h__\h] [\h__\h] problem
there's a some potential unnecessary
there? And I understand I did a dumb
these results and catch [music] all
thing. You know, right now we are
this area of interest. So now I'm going
this area, even a liquidity grab and
this because trading gets boring
this clip literally just went viral
this gives us our entry confirmation,
this is just another one of those
this is ready to go down. I don't think
this is the higher low and now we have
this is where we wait for these extra
this perfect trade checklist to have
this point right here so as soon as
this trade come London session right now
this week on this pair or lose money.
three of out of these five six markets
three-w weekek missing out trades from
time. Oh,
to and something that gold traders
to basically sell. To be completely
to be a bit more bold and risk a [music]
to be waiting for this market to give us
to continue to enjoy the fruits of my
to day two. We waited for that extra
to do that for years and trust me that
to five risk-to-reward. And I committed
to four, not a quick one to one or one
to hit that like and subscribe button
to just look at the market for what it
to me that it is indeed rejecting this
to reward, why not close the trade out
to see how that works and if [music] you
to take profit. That's cool for an
to take the same trade in this upcoming
to the downside. I'll make my stops a
to the trade. I wanted for the trade to
to trading gold is so I treat it like a
to two. So, let me show you how I break
totally treated this like a regular
trade ICT, ICP, PP, [\h__\h] whatever,
trade affect my next trade. Showing you
trade can do this. It can have a push,
trade for this upcoming week. So I will
trade hit my stop loss or have my trade
trade is pretty much gone, right?
trade straight [music] into profit. And
trade. Did the trade have the
trade. I look for this specific pattern.
trader. I am either going to have my
trader. Or forex traders are not real
trades that I am interested in trading
trades, they let that influence their
trades. I'm in the quality game, not the
trading anything. And you guys can just
trading currency pairs and gold started
trading feels like. I'm just
trading is that I know exactly the type
trading plan. The trade makes sense. And
trading purely based off the technicals,
trading this as a foreign exchange pair.
traveling. Caught my 1 to2, that's all I
trend trades. [music] And I said, "Hm,
trend. I'm just trading again based off
troll [\h__\h] that I do.
trying to make half a million on the
trying to pick that perfect top or
two once price came back into there
two risk-to-reward. So this is where we
two weeks, three weeks. So, I definitely
two-hour bearish engulfing one hour
types of trades in the markets. So, hope
typically don't do, but it's my normal
understand the strategy that I use every
understand the whole my my whole entire
understand where this market is, exactly
up for success by giving you the perfect
up like 200 grand and trade came back
up. It just needs proper structure. I'm
upside just needs to have a some type of
use every single week to follow my trade
very very patient on my entry. So, for
wait for this confirmation. I have my
waiting for price on gold is going to be
waiting for the market to show us the
wanted to be the hero and have a hero
wanting for this trade to continue to
was interested in NZDUSD, EuroUSD,
was just coming off of right now because
was part of my plan. I stuck to it. And
was trying to hit the jackpot. I was
was up 200K. Now I'm only up $83,000. I
wasn't the only market that I was
we just killed it on gold. So, let me
we traded gold coincidentally on the
we've been looking for from gold, but
week with my students, they just kept
week. But to me, this is a perfect and a
weeks of me making this decision of
were out of session. Came back, retested
were to be trading a currency pair. So
what I like to call the perfect trade
what I'm doing and I'm totally okay with
when I look at gold, I can see a pattern
when they go and get greedy with their
when you go trade it.
where I am right now in trading where
where all of my community killed it. And
whether you're a beginner trader,
which which is the one that I like to be
will continue its trend.
winning streak, break even week or a
with many times where I wait for these
with the same mindset. I learned from my
works. Doesn't matter what type of
worth it. But I want that confirmation
wrong and [music] testing myself and
yeah, I did that once in GPP CAD. I was
years? Well, I was on a consecutive
yet to have my entry. I want to wait for
you got to be scared of it. Be cautious
you guys and then on my other account
you guys enjoyed this video. Make sure
you know what? I like proving people
you on how to trade, but I'm setting you
you're being part of a winning
you're interested in that and you want
you're not comfortable with your trade.
